"","Group","Citation","Count","Tool_Type","Material_Type","Usage","Temperature","Therm_vs.Other"
"825","Huron/Wendat","Speck,_Frank_G._(Frank_Gouldsmith)._1911._Notes_on_the_Material_Culture_of_the_Huron.American_AnthropologistVol._13_(2):_208_28._https://ehrafworldcultures.yale.edu/document?id=ng05_011.",1,"awl","unknown","Shoes",-12.80000019,"Thermoregulation"
"826","Huron/Wendat","Speck,_Frank_G._(Frank_Gouldsmith)._1911._Notes_on_the_Material_Culture_of_the_Huron.American_AnthropologistVol._13_(2):_208_28._https://ehrafworldcultures.yale.edu/document?id=ng05_011.",1,"awl","unknown","Snowshoes",-12.80000019,"Thermoregulation"
"827","Huron/Wendat","Speck,_Frank_G._(Frank_Gouldsmith)._1911._Notes_on_the_Material_Culture_of_the_Huron.American_AnthropologistVol._13_(2):_208_28._https://ehrafworldcultures.yale.edu/document?id=ng05_011.",1,"awl","unknown","Clothing",-12.80000019,"Thermoregulation"
"828","Huron/Wendat","Trigger,_Bruce_G._1969._The_Huron_Farmers_of_the_North._InCase_Studies_in_Cultural_Anthropology,_xii,_130._New_York:_Holt,_Rinehart_and_Winston._https://ehrafworldcultures.yale.edu/document?id=ng05_004.",1,"awl","unknown","Piercing",-12.80000019,"Alternative"
"829","Huron/Wendat","Tooker,_Elisabeth._1964._An_Ethnography_of_the_Huron_Indians,_1615_1649._InBulletin,_iv,_183._Washington,_D.C.:_U.S._Government_Printing_Office._https://ehrafworldcultures.yale.edu/document?id=ng05_001.",1,"awl","unknown","Tattooing",-12.80000019,"Alternative"
"830","Huron/Wendat","Tooker,_Elisabeth._1964._An_Ethnography_of_the_Huron_Indians,_1615_1649._InBulletin,_iv,_183._Washington,_D.C.:_U.S._Government_Printing_Office._https://ehrafworldcultures.yale.edu/document?id=ng05_001.",1,"awl","unknown","Ceremony or Ritual",-12.80000019,"Alternative"
"831","Huron/Wendat","Tooker,_Elisabeth._1964._An_Ethnography_of_the_Huron_Indians,_1615_1649._InBulletin,_iv,_183._Washington,_D.C.:_U.S._Government_Printing_Office._https://ehrafworldcultures.yale.edu/document?id=ng05_001.",1,"awl","unknown","Piercing",-12.80000019,"Alternative"
"833","Huron/Wendat","Trigger,_Bruce_G._1976.The_Children_of_Aataentsic:_A_History_of_the_Huron_People_to_1660._Montreal_And_London:_McGill_Queens_University_Press._https://ehrafworldcultures.yale.edu/document?id=ng05_002.",1,"awl","unknown","Trading",-12.80000019,"Alternative"
"834","Huron/Wendat","Trigger,_Bruce_G._1976.The_Children_of_Aataentsic:_A_History_of_the_Huron_People_to_1660._Montreal_And_London:_McGill_Queens_University_Press._https://ehrafworldcultures.yale.edu/document?id=ng05_002.",1,"awl","unknown","Trading",-12.80000019,"Alternative"
"835","Huron/Wendat","Trigger,_Bruce_G._1976.The_Children_of_Aataentsic:_A_History_of_the_Huron_People_to_1660._Montreal_And_London:_McGill_Queens_University_Press._https://ehrafworldcultures.yale.edu/document?id=ng05_002.",1,"awl","metal","Drilling ",-12.80000019,"Alternative"
"836","Huron/Wendat","Trigger,_Bruce_G._1976.The_Children_of_Aataentsic:_A_History_of_the_Huron_People_to_1660._Montreal_And_London:_McGill_Queens_University_Press._https://ehrafworldcultures.yale.edu/document?id=ng05_002.",1,"awl","metal","Wood Working",-12.80000019,"Alternative"
"837","Huron/Wendat","Trigger,_Bruce_G._1976.The_Children_of_Aataentsic:_A_History_of_the_Huron_People_to_1660._Montreal_And_London:_McGill_Queens_University_Press._https://ehrafworldcultures.yale.edu/document?id=ng05_002.",1,"awl","metal","Bone Working",-12.80000019,"Alternative"
"838","Huron/Wendat","Kinietz,_W._Vernon_(William_Vernon)._1940._Huron._InThe_Indians_of_the_Western_Great_Lakes_1615_1760,_iv_v,_1_160,_330_38._Ann_Arbor:_University_of_Michigan_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ng05_005.",1,"awl","unknown","Tattooing",-12.80000019,"Alternative"
"839","Huron/Wendat","Kinietz,_W._Vernon_(William_Vernon)._1940._Huron._InThe_Indians_of_the_Western_Great_Lakes_1615_1760,_iv_v,_1_160,_330_38._Ann_Arbor:_University_of_Michigan_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ng05_005.",1,"awl","unknown","Piercing",-12.80000019,"Alternative"
"843","Iroquois","Lyford,_Carrie_A._1945._Iroquois_Crafts._InPublications,_97._Lawrence,_Kan.:_Haskell_Institute._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_011.",1,"awl","metal","Quillwork ",-10.60000038,"Alternative"
"844","Iroquois","Lyford,_Carrie_A._1945._Iroquois_Crafts._InPublications,_97._Lawrence,_Kan.:_Haskell_Institute._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_011.",1,"awl","thorns","Quillwork ",-10.60000038,"Alternative"
"845","Iroquois","Lyford,_Carrie_A._1945._Iroquois_Crafts._InPublications,_97._Lawrence,_Kan.:_Haskell_Institute._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_011.",1,"awl","unknown","Beadwork",-10.60000038,"Alternative"
"846","Iroquois","Fenton,_William_N._1953._The_Iroquois_Eagle_Dance_an_Offshoot_of_the_Calument_Dance._InBulletin,_vi,_324_,_plates._Washington,_D.C.:_Smithsonian_Institution._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_029.",1,"awl","unknown","Name",-10.60000038,"Alternative"
"847","Iroquois","Fenton,_William_N._1941._Iroquois_Suicide:_A_Study_in_the_Stability_of_a_Culture_Pattern._InBulletin_123,_80_137_,_plates._Washington,_D.C.:_Smithsonian_Institution._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_015.",1,"awl","unknown","Suicide",-10.60000038,"Alternative"
"848","Iroquois","Parker,_Arthur_C._1913._The_Code_of_Handsome_Lake,_the_Seneca_Prophet._InBulletin,_148,_plates._Albany,_N.Y.:_University_of_the_State_of_New_York._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_026.",1,"awl","unknown","Name",-10.60000038,"Alternative"
"849","Iroquois","Tooker,_Elisabeth._1970.The_Iroquois_Ceremonial_of_Midwinter._Syracuse,_N.Y.:_Syracuse_University_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_055.",1,"awl","unknown","Shoes",-10.60000038,"Thermoregulation"
"850","Iroquois","Waugh,_Frederick_W._1916._Iroquois_Foods_and_Food_Preparation._InMemoir,_v,_235_,_plates._Ottawa:_Government_Printing_Bureau._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_025.",1,"awl","bone","Foodways",-10.60000038,"Alternative"
"851","Iroquois","Wallace,_Anthony_F._C.,_and_Sheila_K._Steen._1969.The_Death_and_Rebirth_of_the_Seneca._New_York:_Vintage_Books,_a_division_of_Random_House._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_041.",1,"awl","bone","Trading",-10.60000038,"Alternative"
"852","Iroquois","Hauptman,_Laurence_M._1986._The_Iroquois_Struggle_for_Survival:_World_War_II_to_Red_Power._InAn_Iroquois_Book,_xiii,_328._Syracuse,_N.Y.:_Syracuse_University_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nm09_057.",1,"awl","metal","Wampum belt",-10.60000038,"Alternative"
"855","Mi'kmaq","Wallis,_Wilson_D._(Wilson_Dallam),_and_Ruth_Sawtell_Wallis._1955._The_Micmac_Indians_of_Eastern_Canada._In_._Minneapolis:_University_of_Minnesota_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nj05_001.",1,"awl","bone","Birch Bark Canoe",-14.80000019,"Alternative"
"856","Mi'kmaq","Wallis,_Wilson_D._(Wilson_Dallam),_and_Ruth_Sawtell_Wallis._1955._The_Micmac_Indians_of_Eastern_Canada._In_._Minneapolis:_University_of_Minnesota_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nj05_001.",1,"awl","antler","Birch Bark Canoe",-14.80000019,"Alternative"
"858","Mi'kmaq","Wallis,_Wilson_D._(Wilson_Dallam),_and_Ruth_Sawtell_Wallis._1955._The_Micmac_Indians_of_Eastern_Canada._In_._Minneapolis:_University_of_Minnesota_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nj05_001.",1,"awl","unknown","Horse Equipment",-14.80000019,"Alternative"
"859","Mi'kmaq","Wallis,_Wilson_D._(Wilson_Dallam),_and_Ruth_Sawtell_Wallis._1955._The_Micmac_Indians_of_Eastern_Canada._In_._Minneapolis:_University_of_Minnesota_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nj05_001.",1,"awl","unknown","Mythology",-14.80000019,"Alternative"
"861","Mi'kmaq","Denys,_Nicolas._1908._Description_and_Natural_History_of_the_Coasts_of_North_America_(Acadia)._InThe_Publications_of_the_Champlain_Society,_2:xvi,_625._Toronto:_The_Champlain_Society._https://ehrafworldcultures.yale.edu/document?id=nj05_003.",1,"awl","unknown","Wampum belt",-14.80000019,"Alternative"
"863","Mi'kmaq","Prins,_Harald_E._L._1996._The_Mikmaq:_Resistance,_Accomodation,_and_Cultural_Survival._InCase_Studies_in_Cultural_Anthropology,_xvi,_250._Fort_Worth:_Harcourt_Brace_College_Pub._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nj05_010.",1,"awl","unknown","Gifts",-14.80000019,"Alternative"
"864","Natchez","Swanton,_John_Reed._1911._The_Natchez_Group._InIndian_Tribes_of_the_Lower_Mississippi_and_Adjacent_Coast_of_the_Gulf_of_Mexico,_v._43:45_274._Washington:_Govt._Printing_Office._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=no08_003.",1,"awl","bone","Clothing",2.400000095,"Thermoregulation"
"865","Natchez","Swanton,_John_Reed._1911._The_Natchez_Group._InIndian_Tribes_of_the_Lower_Mississippi_and_Adjacent_Coast_of_the_Gulf_of_Mexico,_v._43:45_274._Washington:_Govt._Printing_Office._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=no08_003.",1,"awl","unknown","Trading",2.400000095,"Alternative"
"866","Natchez","Barnett,_James_F._2007.The_Natchez_Indians:_A_History_to_1735._Jackson:_University_Press_of_Mississippi._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=no08_004.",1,"awl","unknown","Gifts",2.400000095,"Alternative"
"868","WinneBago/Ho Chunk","Radin,_Paul._1923.The_WinneBagso_Tribe._Washington,_Dc:_Smithsonian_Institution._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=np12_001.",1,"awl","unknown","Mythology",0,"Alternative"
"869","WinneBago/Ho Chunk","Radin,_Paul._1923.The_WinneBagso_Tribe._Washington,_Dc:_Smithsonian_Institution._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=np12_001.",1,"needle","unknown","Mythology",0,"Alternative"
"870","Chinookans of the Lower Columbia River","Ruby,_Robert_H.,_and_John_Arthur_Brown._1976._The_Chinook_Indians:_Traders_of_the_Lower_Columbia_River._InThe_Civilization_of_the_American_Indian_Series,_138:xvi,_349_,_plates._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr06_002.",1,"awl","unknown","Trading",-8.600000381,"Alternative"
"871","Chinookans of the Lower Columbia River","Ray,_Verne_Frederick._1938._Lower_Chinook_Ethnographic_Notes._InUniversity_of_Washington_Publications_in_Anthropology,_7:29_165._Seattle:_University_of_Washington._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr06_001.",1,"awl","bone","Baskets",-8.600000381,"Alternative"
"872","Chinookans of the Lower Columbia River","Ray,_Verne_Frederick._1938._Lower_Chinook_Ethnographic_Notes._InUniversity_of_Washington_Publications_in_Anthropology,_7:29_165._Seattle:_University_of_Washington._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr06_001.",1,"awl","bone","Clothing",-8.600000381,"Thermoregulation"
"873","Nuu Chah Nulth","Koppert,_Vincent_Aloysius._1930._Contributions_to_Clayoquot_Ethnology._InAnthropological_Series,_viii,_124._Washington,_D.C.:_Catholic_University_of_America._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ne11_011.",1,"awl","unknown","Clothing",0,"Thermoregulation"
"874","Nuu Chah Nulth","Koppert,_Vincent_Aloysius._1930._Contributions_to_Clayoquot_Ethnology._InAnthropological_Series,_viii,_124._Washington,_D.C.:_Catholic_University_of_America._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ne11_011.",1,"awl","unknown","Blankets ",0,"Thermoregulation"
"876","Pomo","Barrett,_S._A._(Samuel_Alfred)._1952._Material_Aspects_of_Pomo_Culture._InBulletin_of_the_Public_Museum_of_the_City_of_Milwa,_2_v.,_507._Milwaukee,_Wis.:_Published_by_order_of_the_Board_of_Trustees._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_023.",1,"awl","bone","Seat",1.899999976,"Alternative"
"877","Pomo","Barrett,_S._A._(Samuel_Alfred)._1952._Material_Aspects_of_Pomo_Culture._InBulletin_of_the_Public_Museum_of_the_City_of_Milwa,_2_v.,_507._Milwaukee,_Wis.:_Published_by_order_of_the_Board_of_Trustees._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_023.",1,"awl","bone","Baskets",1.899999976,"Alternative"
"878","Pomo","Barrett,_S._A._(Samuel_Alfred)._1952._Material_Aspects_of_Pomo_Culture._InBulletin_of_the_Public_Museum_of_the_City_of_Milwa,_2_v.,_507._Milwaukee,_Wis.:_Published_by_order_of_the_Board_of_Trustees._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_023.",1,"awl","bone","Clothing",1.899999976,"Thermoregulation"
"879","Pomo","Barrett,_S._A._(Samuel_Alfred)._1952._Material_Aspects_of_Pomo_Culture._InBulletin_of_the_Public_Museum_of_the_City_of_Milwa,_2_v.,_507._Milwaukee,_Wis.:_Published_by_order_of_the_Board_of_Trustees._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_023.",1,"awl","bone","Clothing",1.899999976,"Thermoregulation"
"880","Pomo","Barrett,_S._A._(Samuel_Alfred)._1952._Material_Aspects_of_Pomo_Culture._InBulletin_of_the_Public_Museum_of_the_City_of_Milwa,_2_v.,_507._Milwaukee,_Wis.:_Published_by_order_of_the_Board_of_Trustees._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_023.",1,"awl","bone","Baskets",1.899999976,"Alternative"
"881","Pomo","Barrett,_S._A._(Samuel_Alfred)._1952._Material_Aspects_of_Pomo_Culture._InBulletin_of_the_Public_Museum_of_the_City_of_Milwa,_2_v.,_507._Milwaukee,_Wis.:_Published_by_order_of_the_Board_of_Trustees._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_023.",1,"awl","bone","Tattooing",1.899999976,"Alternative"
"882","Pomo","Barrett,_S._A._(Samuel_Alfred)._1952._Material_Aspects_of_Pomo_Culture._InBulletin_of_the_Public_Museum_of_the_City_of_Milwa,_2_v.,_507._Milwaukee,_Wis.:_Published_by_order_of_the_Board_of_Trustees._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_023.",1,"awl","bone","Piercing",1.899999976,"Alternative"
"883","Pomo","Barrett,_S._A._(Samuel_Alfred)._1952._Material_Aspects_of_Pomo_Culture._InBulletin_of_the_Public_Museum_of_the_City_of_Milwa,_2_v.,_507._Milwaukee,_Wis.:_Published_by_order_of_the_Board_of_Trustees._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_023.",1,"awl","bone","Baskets",1.899999976,"Alternative"
"884","Pomo","Barrett,_S._A._(Samuel_Alfred)._1952._Material_Aspects_of_Pomo_Culture._InBulletin_of_the_Public_Museum_of_the_City_of_Milwa,_2_v.,_507._Milwaukee,_Wis.:_Published_by_order_of_the_Board_of_Trustees._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_023.",1,"awl","bone","Tattooing",1.899999976,"Alternative"
"885","Pomo","Barrett,_S._A._(Samuel_Alfred)._1952._Material_Aspects_of_Pomo_Culture._InBulletin_of_the_Public_Museum_of_the_City_of_Milwa,_2_v.,_507._Milwaukee,_Wis.:_Published_by_order_of_the_Board_of_Trustees._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_023.",1,"awl","unknown","Head Ornament",1.899999976,"Alternative"
"886","Pomo","Barrett,_S._A._(Samuel_Alfred)._1952._Material_Aspects_of_Pomo_Culture._InBulletin_of_the_Public_Museum_of_the_City_of_Milwa,_2_v.,_507._Milwaukee,_Wis.:_Published_by_order_of_the_Board_of_Trustees._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_023.",1,"awl","unknown","Quillwork ",1.899999976,"Alternative"
"887","Pomo","Barrett,_S._A._(Samuel_Alfred)._1917._Ceremonies_of_the_Pomo_Indians._InPublications_in_American_Archaeology_and_Ethnology,_12:397_441._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_004.",1,"awl","unknown","Dance",1.899999976,"Alternative"
"888","Pomo","Barrett,_S._A._(Samuel_Alfred)._1917._Ceremonies_of_the_Pomo_Indians._InPublications_in_American_Archaeology_and_Ethnology,_12:397_441._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_004.",1,"awl","unknown","Head Ornament",1.899999976,"Alternative"
"889","Pomo","Barrett,_S._A._(Samuel_Alfred)._1917._Ceremonies_of_the_Pomo_Indians._InPublications_in_American_Archaeology_and_Ethnology,_12:397_441._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_004.",1,"awl","unknown","Baskets",1.899999976,"Alternative"
"890","Pomo","Barrett,_S._A._(Samuel_Alfred)._1908._Pomo_Indian_Basketry._InPublications_in_American_Archaeology_and_Ethnology,_7:133_308_,_plates._Berkeley,_Calif.:_University_of_California_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=ns18_006.",1,"awl","unknown","Baskets",1.899999976,"Alternative"
"893","Quinault","Olson,_Ronald_L._(Ronald_Leroy)._1936._The_Quinault_Indians._InUniversity_of_Washington_Publications_in_Anthropology,_v._6:194._Seattle,_Wash.:_The_University_of_Washington._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr17_001.",1,"awl","bone","Weapon",1.299999952,"Alternative"
"895","Southern Coast Salish","Eells,_Myron._1877.The_Twana_Indians_of_the_Skokomish_Reservation_in_Washington_Territory._Washington:_s.n._._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr26_002.",1,"awl","unknown","Shoes",1.700000048,"Thermoregulation"
"896","Southern Coast Salish","Eells,_Myron._1877.The_Twana_Indians_of_the_Skokomish_Reservation_in_Washington_Territory._Washington:_s.n._._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr26_002.",1,"awl","unknown","Baskets",1.700000048,"Alternative"
"898","Southern Coast Salish","Smith,_Marian_W._(Marian_Wesley)._1940._The_Puyallup_Nisqually._InColumbia_University_Contributions_to_Anthropology,_Vol._32:xii,_336._New_York:_Columbia_University_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr26_014.",1,"awl","unknown","Baskets",1.700000048,"Alternative"
"900","Southern Coast Salish","Elmendorf,_William_W._(William_Welcome)._1960._The_Structure_of_Twana_Culture._InResearch_Studies?:_A_Quarterly_Publication_of_Washington_State_University,_Vol._38:xvi,_576._Pullman,_Wash.:_Washington_State_University._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr26_012.",1,"awl","unknown","Bowstring",1.700000048,"Alternative"
"901","Southern Coast Salish","Elmendorf,_William_W._(William_Welcome)._1960._The_Structure_of_Twana_Culture._InResearch_Studies?:_A_Quarterly_Publication_of_Washington_State_University,_Vol._38:xvi,_576._Pullman,_Wash.:_Washington_State_University._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nr26_012.",1,"awl","unknown","Bow Backings",1.700000048,"Alternative"
